Season,Name,Team,Rebound,Assist,Point
2001-2002,Dusan Jelic,OLY,8,0,13
2001-2002,Ralph Biggs,OOS,32,16,128
2001-2002,Virginijus Praskevicius,OOS,34,11,76
2001-2002,Ed Cota,OOS,13,25,71
2001-2002,Christophe Beghin,OOS,31,3,69
2001-2002,Peter Van Paassen,OOS,18,2,29
2001-2002,Teo Cizmic,OOS,10,2,23
2001-2002,Gerrit Major,OOS,8,1,17
2001-2002,Eric Elliot,OOS,1,2,11
2001-2002,Sam Rotsaert,OOS,0,0,4
2001-2002,Bob Menama,OOS,3,0,0
2001-2002,Dejan Bodiroga,PAN,77,29,277
2001-2002,Ibrahim Kutluay,PAN,26,12,147
2001-2002,Darryl Middleton,PAN,47,8,145
2001-2002,Damir Mulaomerovic,PAN,21,31,130
2001-2002,Fragkiskos Alvertis,PAN,39,12,121
2001-2002,Yannis Giannoulis,PAN,49,4,73
2001-2002,Lazaros Papadopoulos,PAN,42,12,70
2001-2002,Johnny Rogers,PAN,27,6,64
2001-2002,Pepe Sanchez,PAN,19,22,51
2001-2002,Corey Albano,PAN,21,4,43
2001-2002,Georgios Kalaitzis,PAN,8,18,36
2001-2002,Giannis Sioutis,PAN,1,2,7
2001-2002,George Ballogannis,PAN,1,0,0
2001-2002,Vlado Scepanovic,PAR,10,12,98
2001-2002,Jovo Stanojevic,PAR,42,9,88
2001-2002,Milos Vujanic,PAR,18,14,74
2001-2002,Nenad Canak,PAR,21,3,72
2001-2002,Nenad Krstic,PAR,33,1,39
2001-2002,Veselin Petrovic,PAR,20,4,33
2001-2002,Vule Avdalovic,PAR,7,10,32
2001-2002,Predrag Materic,PAR,12,3,19
2001-2002,Djuro Ostojic,PAR,13,1,14
2001-2002,Aleksandar Glintic,PAR,4,1,8
2001-2002,Stevan Nadjfeji,PAR,4,1,6
2001-2002,Aleksandar Gajic,PAR,1,0,4
2001-2002,Srdjan Zivkovic,PAR,0,0,0
2001-2002,Ruslan Avleev,PARM,77,19,231
2001-2002,Panagiotis Liadelis,PARM,23,15,154
2001-2002,Mikhail Mikhailov,PARM,74,13,134
2001-2002,Vasily Karasev,PARM,23,31,127
2001-2002,Valeri Daineko,PARM,20,12,101
2001-2002,Sergey Panov,PARM,64,20,95
2001-2002,Anthony Bowie,PARM,29,28,67
2001-2002,Alexander Bashminov,PARM,34,2,63
2001-2002,Alexey Pegushin,PARM,4,8,36
2001-2002,Rytis Vaisvila,PARM,6,5,20
2001-2002,Willie Burton,PARM,2,3,15
2001-2002,Vyacheslav Shushakov,PARM,4,3,9
2001-2002,Vassil Evtimov,PARM,15,7,8
2001-2002,Virginijus Sirvydis,PARM,0,1,4
2001-2002,Andrey Sheyko,PARM,3,3,4
2001-2002,Ramunas Petraitis,PARM,0,1,4
2001-2002,Dragan Lukovski,PAU,12,27,93
2001-2002,Roger Esteller,PAU,18,11,87
2001-2002,Rod Sellers,PAU,46,6,86
2001-2002,Frederic Fauthoux,PAU,4,10,51
2001-2002,Mickael Pietrus,PAU,21,6,47
2001-2002,Boris Diaw,PAU,15,12,46
2001-2002,Florent Pietrus,PAU,47,4,38
2001-2002,Artur Drozdov,PAU,4,4,17
2001-2002,Kyle Milling,PAU,11,6,9
2001-2002,Derrick Lewis,PAU,6,6,9
2001-2002,Didier Gadou,PAU,6,8,7
2001-2002,Thierry Gadou,PAU,4,1,3
2001-2002,Adam Wojcik,PER,24,7,110
2001-2002,Kostas Tsartsaris,PER,41,15,65
2001-2002,Byron Dinkins,PER,10,13,64
2001-2002,Michael Andersen,PER,24,3,56
2001-2002,Alexis Papadatos,PER,9,6,31
2001-2002,Michalis Pelekanos,PER,16,3,29
2001-2002,Manolis Papamakarios,PER,8,5,22
2001-2002,Maurice Carter,PER,3,0,15
2001-2002,Alexander Kuhl,PER,5,1,10
2001-2002,Agron Xiarchos,PER,7,0,5
2001-2002,Ioannis Mitropoulos,PER,2,0,5
2001-2002,Thanasis Efthimiou,PER,2,1,4
2001-2002,Sam Haginas,PER,7,0,4
2001-2002,Giorgos Pantazopoulos,PER,3,1,0
2001-2002,Melvin Booker,PES,38,54,187
2001-2002,Joseph Blair,PES,103,8,152
2001-2002,Marko Tusek,PES,65,5,135
2001-2002,Larry Middleton,PES,32,13,124
2001-2002,Miroslav Beric,PES,9,17,102
2001-2002,Silvio Gigena,PES,48,6,89
2001-2002,Andrea Pecile,PES,20,15,65
2001-2002,Brad Traina,PES,28,5,59
2001-2002,DeMarco Johnson,PES,20,1,56
2001-2002,Michele Maggioli,PES,41,9,50
2001-2002,Fabio Zanelli,PES,0,1,0
2001-2002,Michelle Ferri,PES,0,0,0
2001-2002,Matteo Panichi,PES,0,0,0
2001-2002,Dusan Vukcevic,RMB,25,16,126
2001-2002,Sasa Djordjevic,RMB,18,18,117
2001-2002,Alberto Herreros,RMB,19,11,107
2001-2002,Alberto Angulo,RMB,23,11,92
2001-2002,Zan Tabak,RMB,54,5,76
2001-2002,Lucio Angulo,RMB,30,16,71
2001-2002,Eric Struelens,RMB,47,4,69
2001-2002,Dragan Tarlac,RMB,36,10,69
2001-2002,Eduardo Hernandez-Sonseca,RMB,34,1,58
2001-2002,Stefano Attruia,RMB,7,20,53
2001-2002,Iker Iturbe,RMB,16,8,42
2001-2002,Raul Lopez,RMB,4,5,26
2001-2002,Jean Marc Jaumin,RMB,7,5,19
2001-2002,Maciej Lampe,RMB,1,0,7
2001-2002,Tonin Llorente,RMB,3,3,4
2001-2002,Raul Mena,RMB,2,0,4
2001-2002,Juanjo Lopez,RMB,0,0,2
2001-2002,Dainius Adomaitis,SLA,29,12,74
2001-2002,Michael Hawkins,SLA,12,32,58
2001-2002,Ali Karadeniz,SLA,31,3,56
2001-2002,Andrei Fetisov,SLA,27,7,53
2001-2002,Dominik Tomczyk,SLA,22,4,47
2001-2002,Gintaras Einikis,SLA,17,3,32
2001-2002,Maciej Zielinski,SLA,12,7,27
2001-2002,Pawel Wiekiera,SLA,9,1,24
2001-2002,Fred Vinson,SLA,9,1,20
2001-2002,Aleksander Milosserdov,SLA,4,6,19
2001-2002,Tomas Pacesas,SLA,6,7,15
2001-2002,Piotr Szybilski,SLA,5,0,12
2001-2002,Aleh Kojenets,SLA,7,1,10
2001-2002,Vladan Alanovic,SLA,1,2,4
2001-2002,Rafal Bigus,SLA,4,0,3
2001-2002,Andrzej Adamek,SLA,1,2,3
2001-2002,Robert Skibniewski,SLA,0,1,0
2001-2002,Roger Huggins,SPI,25,7,82
2001-2002,Jerome John,SPI,34,7,79
2001-2002,Ron Ellis,SPI,25,6,77
2001-2002,Louis Rowe,SPI,19,12,76
2001-2002,Jacques Stas,SPI,6,16,59
2001-2002,Jim Potter,SPI,14,4,40
2001-2002,David Desy,SPI,4,3,19
2001-2002,Darren Engellant,SPI,19,2,12
2001-2002,Thomas Van De Vondel,SPI,2,3,6
2001-2002,Ivan Vujic,SPI,5,2,4
2001-2002,Julien Defosse,SPI,2,2,0
2001-2002,Tyus Edney,TREV,44,39,200
2001-2002,Marcelo Nicola,TREV,57,11,161
2001-2002,Sergey Chikalkin,TREV,16,12,155
2001-2002,Jorge Garbajosa,TREV,68,14,152
2001-2002,Bostjan Nachbar,TREV,46,18,149
2001-2002,Denis Marconato,TREV,74,6,100
2001-2002,Riccardo Pittis,TREV,43,35,67
2001-2002,Mario Stojic,TREV,20,9,44
2001-2002,Massimo Bulleri,TREV,19,9,44
2001-2002,Charlie Bell,TREV,9,3,35
2001-2002,Alan Tomidy,TREV,5,1,21
2001-2002,Nikoloz Tskitishvili,TREV,7,2,6
2001-2002,Danya Abrams,UNI,33,9,75
2001-2002,Veljko Mrsic,UNI,24,10,60
2001-2002,Paco Vazquez,UNI,11,9,48
2001-2002,Moustapha Sonko,UNI,7,11,47
2001-2002,Berni Rodriguez,UNI,12,12,45
2001-2002,Darren Phillip,UNI,31,4,44
2001-2002,Milan Gurovic,UNI,21,4,44
2001-2002,Chuck Kornegay,UNI,39,3,38
2001-2002,Carlos Cabezas,UNI,10,8,34
2001-2002,Frederic Weis,UNI,23,5,25
2001-2002,Jon Cortaberria,UNI,2,1,3
2001-2002,Marko Popovic,ZAD,10,23,76
2001-2002,Davor Marcelic,ZAD,12,6,71
2001-2002,Rumeal Robinson,ZAD,9,14,70
2001-2002,Tomislav Ruzic,ZAD,33,2,62
2001-2002,Inyang Ime Oduok,ZAD,35,1,60
2001-2002,Ivan Grgat,ZAD,22,5,58
2001-2002,Hrvoje Perincic,ZAD,13,3,40
2001-2002,Toni Dijan,ZAD,11,4,33
2001-2002,Jurica Ruzic,ZAD,7,1,15
2001-2002,Dusan Bocevski,ZAD,3,1,14
2001-2002,Sime Spralja,ZAD,3,0,7
2001-2002,Jakov Vladovic,ZAD,2,2,7
2001-2002,Ivica Skalabrin,ZAD,0,1,4
2001-2002,Marin Vrsaljko,ZAD,1,0,4
2001-2002,Grygorgii Khizhniak,ZAL,50,8,94
2001-2002,Donatas Slanina,ZAL,15,11,92
2001-2002,Dainius Salenga,ZAL,22,11,79
2001-2002,Steve Woodberry,ZAL,21,19,65
2001-2002,Tomas Masiulis,ZAL,28,5,41
2001-2002,Arturas Masiulis,ZAL,17,1,16
2001-2002,Vidas Ginevicius,ZAL,6,11,15
2001-2002,Rolandas Matulis,ZAL,15,2,14
2001-2002,Kestutis Marciulionis,ZAL,4,2,10
2001-2002,Andrius Jurkunas,ZAL,1,0,8
2001-2002,Kenny Inge,ZAL,9,0,6
2001-2002,Sherman Hamilton,ZAL,2,2,6
2001-2002,Giedrius Gustas,ZAL,5,4,4
2002-2003,Mihalis Kakiouzis,ATH,58,13,185
2002-2003,Andrew Betts,ATH,92,6,166
2002-2003,Nikos Chatzis,ATH,25,14,145
2002-2003,Roderick Blakney,ATH,22,28,129
2002-2003,Dimos Dikoudis,ATH,58,7,120
2002-2003,Nikos Zisis,ATH,42,16,80
2002-2003,Christos Tapoutos,ATH,30,18,54
2002-2003,Pero Antic,ATH,30,13,51
2002-2003,John Rillie,ATH,8,0,27
2002-2003,Vassilis Kikilas,ATH,12,12,17
2002-2003,Yannis Bourousis,ATH,6,0,8
2002-2003,Steve Woodberry,ATH,1,2,5
2002-2003,Nikola Jestratijevic,ATH,5,1,5
2002-2003,Kostas Paschalis,ATH,3,0,0
2002-2003,Jovo Stanojevic,BER,73,11,219
2002-2003,Quadre Lollis,BER,114,28,184
2002-2003,Marko Pesic,BER,29,25,150
2002-2003,DeJuan Collins,BER,29,21,129
2002-2003,Mithat Demirel,BER,21,31,95
2002-2003,Stefano Garris,BER,39,6,76
2002-2003,Teoman Ozturk,BER,34,4,58
2002-2003,John Celestand,BER,9,13,52
2002-2003,Henrik Rodl,BER,26,18,50
2002-2003,Kevin Rankin,BER,27,1,38
2002-2003,Guido Grunheid,BER,8,3,13
2002-2003,Jorg Lutcke,BER,1,1,0
2002-2003,Gianluca Basile,BOL,59,65,263
2002-2003,Derrick Dial,BOL,85,36,237
2002-2003,Carlos Delfino,BOL,113,27,192
2002-2003,Dejan Koturovic,BOL,102,12,190
2002-2003,Giacomo Galanda,BOL,106,23,188
2002-2003,Lubos Barton,BOL,86,16,186
2002-2003,Emilio Kovacic,BOL,70,10,156
2002-2003,Charlie Bell,BOL,21,16,148
2002-2003,Gianmarco Pozzecco,BOL,32,73,145
2002-2003,Alessandro Frosini,BOL,90,9,145
2002-2003,Mate Skelin,BOL,120,16,127
2002-2003,German Scarone,BOL,33,9,123
2002-2003,Mladen Sekularac,BOL,52,14,117
2002-2003,Antoine Rigaudeau,BOL,27,25,114
2002-2003,Vlado Scepanovic,BOL,20,16,110
2002-2003,Matjaz Smodis,BOL,40,8,108
2002-2003,Ruslan Avleev,BOL,79,13,89
2002-2003,Thomas Van Den Spiegel,BOL,53,5,75
2002-2003,David Andersen,BOL,38,5,70
2002-2003,Eric Murdock,BOL,18,13,61
2002-2003,David Brkic,BOL,32,3,56
2002-2003,Marco Belinelli,BOL,10,8,45
2002-2003,Stefano Mancinelli,BOL,19,4,41
2002-2003,Robert Fultz,BOL,7,12,33
2002-2003,Stefano Attruia,BOL,5,5,25
2002-2003,Yannick Gagneur,BOL,10,5,22
2002-2003,A.J. Guyton,BOL,6,4,16
2002-2003,Patricio Prato,BOL,1,0,3
2002-2003,Mattia Suero,BOL,0,0,0
2002-2003,Albert Miralles,BOL,1,0,0
2002-2003,Vedran Pusic,BOL,1,1,0
2002-2003,Luca Vitali,BOL,1,0,0
2002-2003,John Brown,BUD,94,22,214
2002-2003,Dejan Milojevic,BUD,91,33,163
2002-2003,Zarko Cabarkapa,BUD,62,14,151
2002-2003,Sasha Pavlovic,BUD,18,13,126
2002-2003,Ivan Koljevic,BUD,21,17,125
2002-2003,Aleksandar Smiljanic,BUD,20,13,104
2002-2003,Bojan Bakic,BUD,11,11,63
2002-2003,Gavrilo Pajovic,BUD,19,15,51
2002-2003,Sinisa Kovacevic,BUD,7,13,42
2002-2003,Walsh Jordan,BUD,20,12,39
2002-2003,Nikola Bulajic,BUD,4,1,12
2002-2003,Slavko Vranes,BUD,25,0,11
2002-2003,Milutin Aleksic,BUD,1,0,7
2002-2003,Ivan Rakocevic,BUD,0,0,0
2002-2003,Andres Nocioni,CAJ,144,25,320
2002-2003,Luis Scola,CAJ,80,20,242
2002-2003,Laurent Foirest,CAJ,60,17,153
2002-2003,Jerome Allen,CAJ,46,42,139
2002-2003,Leandro Palladino,CAJ,40,15,137
2002-2003,Jose Calderon,CAJ,41,23,127
2002-2003,Hanno Mottola,CAJ,24,7,106
2002-2003,Sergi Vidal,CAJ,42,17,96
2002-2003,Rashard Griffith,CAJ,51,11,93
2002-2003,Lewis Sims,CAJ,22,4,48
2002-2003,Elmer Bennett,CAJ,8,44,44
2002-2003,Ruben Wolkowyski,CAJ,18,3,38
2002-2003,Thierry Gadou,CAJ,14,5,33
2002-2003,William Phillips,CAJ,10,3,33
2002-2003,Art Long,CAJ,3,2,10
2002-2003,Ivan Corrales,CAJ,2,2,5
2002-2003,Jim Bilba,CAJ,1,1,4
2002-2003,Javi Buesa,CAJ,0,0,0
2002-2003,Asier Arzallus,CAJ,1,0,0
2002-2003,Eduardo Hernandez,CAJ,0,1,0
2002-2003,Nikola Prkacin,CIB,106,48,224
2002-2003,Haris Mujezinovic,CIB,121,17,208
2002-2003,Slaven Rimac,CIB,40,24,188
2002-2003,Davor Kus,CIB,31,32,147
2002-2003,Zoran Planinic,CIB,50,51,141
2002-2003,Marijan Mance,CIB,31,19,133
2002-2003,Matej Mamic,CIB,54,22,125
2002-2003,Tomislav Ruzic,CIB,37,3,74
2002-2003,Barisa Krasic,CIB,43,4,72
2002-2003,Darren McLinton,CIB,3,7,51
2002-2003,Andrej Stimac,CIB,17,6,48
2002-2003,Jerod Ward,CIB,10,1,47
2002-2003,Darko Krunic,CIB,3,4,33
2002-2003,Dzevad Alihodzic,CIB,23,6,22
2002-2003,J.R. Holden,CSKA,49,97,340
2002-2003,Nikos Hatzivrettas,CSKA,57,39,265
2002-2003,Victor Alexander,CSKA,99,17,249
2002-2003,Darius Songaila,CSKA,70,20,230
2002-2003,Alexander Bashminov,CSKA,84,13,139
2002-2003,Sergei Monia,CSKA,51,10,107
2002-2003,Viktor Khryapa,CSKA,112,25,104
2002-2003,Sergey Panov,CSKA,75,18,101
2002-2003,Theo Papaloukas,CSKA,42,71,99
2002-2003,Chris Gatling,CSKA,31,6,77
2002-2003,Zakhar Pashutin,CSKA,22,13,46
2002-2003,Alexei Savrasenko,CSKA,11,2,20
2002-2003,Evgeny Pashutin,CSKA,6,5,10
2002-2003,Nikolay Padius,CSKA,1,0,6
2002-2003,Andrey Sheyko,CSKA,1,0,3
2002-2003,Marcus Brown,EFE,50,49,373
2002-2003,Kaspars Kambala,EFE,157,9,342
2002-2003,Antonio Granger,EFE,77,25,229
2002-2003,Jurica Golemac,EFE,53,32,117
2002-2003,Kerem Tunceri,EFE,43,59,115
2002-2003,Kaya Peker,EFE,80,14,89
2002-2003,Omer Onan,EFE,18,10,77
2002-2003,Alper Yilmaz,EFE,45,33,71
2002-2003,Ender Arslan,EFE,19,30,53
2002-2003,Asim Pars,EFE,24,7,31
2002-2003,Dejan Bodiroga,FCB,84,53,354
2002-2003,Sarunas Jasikevicius,FCB,37,67,281
2002-2003,Juan Carlos Navarro,FCB,36,30,254
2002-2003,Gregor Fucka,FCB,124,24,245
2002-2003,Roberto Duenas,FCB,128,10,167
2002-2003,Rodrigo De La Fuente,FCB,82,20,141
2002-2003,Patrick Femerling,FCB,85,6,120
2002-2003,Anderson Varejao,FCB,70,4,91
2002-2003,Nacho Rodriguez,FCB,39,30,76
2002-2003,Cesar Bravo,FCB,5,1,6
2002-2003,Alfonso Alzamora,FCB,2,0,2
2002-2003,Remon Van de Hare,FCB,0,0,0
2002-2003,Melvin Booker,FEN,69,80,331
2002-2003,Joseph Blair,FEN,174,23,282
2002-2003,Virginijus Praskevicius,FEN,92,33,213
2002-2003,Hakki Harun Erdenay,FEN,28,28,201
2002-2003,Miljan Goljovic,FEN,50,12,140
2002-2003,Serkan Erdogan,FEN,20,17,131
2002-2003,Haluk Yildirim,FEN,47,42,104
2002-2003,Tutku Acik,FEN,16,15,79
2002-2003,Zaza Pachulia,FEN,40,4,62
2002-2003,Kerem Gonlum,FEN,39,6,39
2002-2003,Muratcan Guler,FEN,0,1,13
2002-2003,Mustafa Abi,FEN,0,0,0
2002-2003,Stevin Smith,LYV,37,75,209
2002-2003,Robert Gulyas,LYV,76,10,189
2002-2003,Vassil Evtimov,LYV,141,24,186
2002-2003,Sacha Giffa,LYV,74,27,160
2002-2003,Davor Marcelic,LYV,46,28,159
2002-2003,Andre Owens,LYV,52,48,154
2002-2003,Simon Petrov,LYV,16,20,123
2002-2003,Harold Mrazek,LYV,20,17,123
2002-2003,Yann Bonato,LYV,26,17,88
2002-2003,David Frigout,LYV,35,4,68
2002-2003,Thierry Gadou,LYV,22,10,64
2002-2003,Marko Bulic,LYV,3,5,23
2002-2003,Herve Toure,LYV,2,1,4
2002-2003,Florent Ruz,LYV,0,0,0
2002-2003,Nikola Vujcic,MAC,142,36,352
2002-2003,Quincy Lewis,MAC,49,13,225
2002-2003,Marcus Goree,MAC,114,7,199
2002-2003,Tal Burstein,MAC,55,34,178
2002-2003,Beno Udrih,MAC,38,56,167
2002-2003,Derrick Sharp,MAC,36,27,150
2002-2003,Huseyin Besok,MAC,56,12,103
2002-2003,Gur Shelef,MAC,37,33,100
2002-2003,Yoav Saffar,MAC,37,10,79
2002-2003,David Blu,MAC,25,6,62
2002-2003,Lior Lubin,MAC,5,15,32
2002-2003,Doron Sheffer,MAC,5,5,11
2002-2003,Yotam Halperin,MAC,2,1,8
2002-2003,Vlado Ilijevski,OLI,36,49,229
2002-2003,Goran Jurak,OLI,101,19,218
2002-2003,Jasmin Hukic,OLI,60,18,192
2002-2003,Marino Bazdaric,OLI,35,24,178
2002-2003,Roberts Stelmahers,OLI,39,45,172
2002-2003,Vladimir Boisa,OLI,74,17,170
2002-2003,Pero Dujmovic,OLI,53,16,146
2002-2003,Josko Poljak,OLI,63,9,130
2002-2003,Stipe Modric,OLI,55,4,54
2002-2003,Saso Ozbolt,OLI,5,12,23
2002-2003,Ratko Varda,OLI,18,1,22
2002-2003,Zelimir Zagorac,OLI,6,0,8
2002-2003,Robb Dryden,OLI,3,0,4
2002-2003,Samo Udrih,OLI,1,0,4
2002-2003,Danilo Smigic,OLI,0,0,0
2002-2003,DeMarco Johnson,OLY,136,15,280
2002-2003,Maurice Evans,OLY,99,22,257
2002-2003,Nenad Markovic,OLY,42,23,224
2002-2003,Milan Tomic,OLY,29,36,176
2002-2003,Inaki De Miguel,OLY,116,19,164
2002-2003,Christos Harissis,OLY,38,28,157
2002-2003,Georgios Giannouzakos,OLY,22,14,69
2002-2003,Nikolaos Bountouris,OLY,22,27,63
2002-2003,Juanan Morales,OLY,35,11,34
2002-2003,Eyinmisan Nikagbatse,OLY,14,3,29
2002-2003,Alexei Savrasenko,OLY,16,1,23
2002-2003,Veljko Mrsic,OLY,2,1,12
2002-2003,Ken Miller,OLY,3,0,2
2002-2003,Mark Bradtke,OLY,0,0,2
2002-2003,Savo Djikanovic,OLY,0,0,1
2002-2003,Georgios Printezis,OLY,1,0,0
2002-2003,Panagiotis Mantzanas,OLY,1,0,0
2002-2003,Antonis Fotsis,PAN,113,22,289
2002-2003,Arriel McDonald,PAN,53,59,190
2002-2003,Jaka Lakovic,PAN,34,49,179
2002-2003,Ibrahim Kutluay,PAN,44,13,171
2002-2003,Fragkiskos Alvertis,PAN,27,6,169
2002-2003,Darryl Middleton,PAN,77,10,168
2002-2003,Rodney Buford,PAN,37,20,148
2002-2003,Kostas Tsartsaris,PAN,41,7,86
2002-2003,Georgios Kalaitzis,PAN,35,27,84
2002-2003,Lazaros Papadopoulos,PAN,52,7,77
2002-2003,George Ballogannis,PAN,7,5,18
2002-2003,Jurica Zuza,PAN,3,1,6
2002-2003,Christos Vidalis,PAN,1,1,0
2002-2003,Milos Vujanic,PAR,26,45,361
2002-2003,Dusan Kecman,PAR,52,21,141
2002-2003,Djuro Ostojic,PAR,88,16,130
2002-2003,Nenad Krstic,PAR,62,9,128
2002-2003,Nenad Canak,PAR,33,5,101
2002-2003,Fred House,PAR,31,16,93
2002-2003,Blagota Sekulic,PAR,65,4,66
2002-2003,Marvin O'Connor,PAR,16,10,41
2002-2003,Kosta Perovic,PAR,22,2,22
2002-2003,Vule Avdalovic,PAR,2,6,21
2002-2003,Boban Savovic,PAR,4,1,5
2002-2003,Uros Tripkovic,PAR,1,0,0
2002-2003,Marko Lekic,PAR,0,0,0
2002-2003,Rod Sellers,PAU,91,10,233
2002-2003,Dragan Lukovski,PAU,22,64,165
2002-2003,Kyle Hill,PAU,30,22,134
2002-2003,Mickael Pietrus,PAU,37,21,123
2002-2003,Florent Pietrus,PAU,69,8,115
2002-2003,Cyril Julian,PAU,37,3,77
2002-2003,Boris Diaw,PAU,57,36,70
2002-2003,Frederic Fauthoux,PAU,15,18,69
2002-2003,Artur Drozdov,PAU,25,3,49
2002-2003,Fabien Dubos,PAU,25,6,38
2002-2003,Gauthier Darrigand,PAU,1,1,2
2002-2003,Davor Pejcinovic,PAU,1,1,1
2002-2003,Derrick Alston,RMB,80,15,190
2002-2003,Alex Mumbru,RMB,42,19,137
2002-2003,Lucio Angulo,RMB,35,22,116
2002-2003,Alberto Herreros,RMB,37,11,111
2002-2003,Eduardo Hernandez-Sonseca,RMB,69,4,110
2002-2003,Alain Digbeu,RMB,33,15,102
2002-2003,Lucas Victoriano,RMB,30,44,95
2002-2003,Dragan Tarlac,RMB,42,4,69
2002-2003,Damir Mulaomerovic,RMB,10,12,61
2002-2003,Alfonso Reyes,RMB,29,5,52
2002-2003,Michael Hawkins,RMB,15,12,33
2002-2003,Maciej Lampe,RMB,11,0,16
2002-2003,Raul Mena,RMB,0,0,2
2002-2003,Roberto Nunez,RMB,0,0,0
2002-2003,Alphonso Ford,SANA,67,50,393
2002-2003,Mirsad Turkcan,SANA,248,45,306
2002-2003,Dusan Vukcevic,SANA,36,25,231
2002-2003,Vrbica Stefanov,SANA,45,69,228
2002-2003,Roberto Chiacig,SANA,118,12,227
2002-2003,Mindaugas Zukauskas,SANA,37,26,143
2002-2003,Cal Bowdler,SANA,40,2,70
2002-2003,Mihalis Kakiouzis,SANA,30,2,68
2002-2003,Giancarlo Marcaccini,SANA,14,6,47
2002-2003,Curtis McCants,SANA,12,12,29
2002-2003,Aaron Mitchell,SANA,3,6,24
2002-2003,Nando Gentile,SANA,2,3,9
2002-2003,Marco Mordente,SANA,1,1,4
2002-2003,Michele Maggioli,SANA,6,1,4
2002-2003,Luca Lechthaler,SANA,1,0,0
2002-2003,Simone Berti,SANA,0,0,0
2002-2003,Dominik Tomczyk,SLA,67,14,145
2002-2003,Dainius Adomaitis,SLA,47,18,115
2002-2003,Maciej Zielinski,SLA,34,30,113
2002-2003,Alexander Koul,SLA,28,8,98
2002-2003,Pawel Wiekiera,SLA,25,3,74
2002-2003,Sean Colson,SLA,12,16,72
2002-2003,Raed Farid Elhamali,SLA,27,4,63
2002-2003,Kestutis Marciulionis,SLA,8,12,50
2002-2003,Richard Lugo,SLA,20,1,45
2002-2003,Acie Earl,SLA,11,1,17
2002-2003,Robert Skibniewski,SLA,5,16,17
2002-2003,Alvin Jones,SLA,13,1,16
2002-2003,Danny Lewis,SLA,2,5,11
2002-2003,Mike Smith,SLA,3,0,11
2002-2003,Raimonds Miglieniks,SLA,6,16,4
2002-2003,Alan Gregov,SLA,2,4,4
2002-2003,Trajan Langdon,TREV,57,36,311
2002-2003,Tyus Edney,TREV,56,78,297
2002-2003,Jorge Garbajosa,TREV,148,27,270
2002-2003,Massimo Bulleri,TREV,38,42,240
2002-2003,Marcelo Nicola,TREV,73,35,229
2002-2003,Denis Marconato,TREV,154,9,227
2002-2003,Riccardo Pittis,TREV,54,90,145
2002-2003,Dante Calabria,TREV,25,17,63
2002-2003,Kresimir Loncar,TREV,33,1,53
2002-2003,Manuchar Markoishvili,TREV,15,8,38
2002-2003,Nick Eppehimer,TREV,2,0,13
2002-2003,Istvan Nemeth,TREV,4,6,12
2002-2003,Mario Stojic,TREV,8,4,7
2002-2003,Thomas Soltau,TREV,1,1,0
2002-2003,David Steffel,TREV,1,0,0
2002-2003,Louis Bullock,UNI,38,44,289
2002-2003,Milan Gurovic,UNI,55,11,203
2002-2003,Ademola Okulaja,UNI,143,27,185
2002-2003,Stephane Risacher,UNI,59,17,179
2002-2003,Chuck Kornegay,UNI,95,15,126
2002-2003,Moustapha Sonko,UNI,28,25,109
2002-2003,Berni Rodriguez,UNI,39,29,94
2002-2003,Carlos Cabezas,UNI,36,21,88
2002-2003,Roger Esteller,UNI,33,13,85
2002-2003,Adam Wojcik,UNI,33,4,80
2002-2003,Frederic Weis,UNI,64,3,52
2002-2003,Fran Vazquez,UNI,22,0,36
2002-2003,Thierry Zig,UNI,2,0,8
2002-2003,Kornel David,ZAL,107,14,220
2002-2003,Saulius Stombergas,ZAL,58,18,191
2002-2003,Gintaras Einikis,ZAL,69,8,182
2002-2003,Ed Cota,ZAL,64,91,170
2002-2003,Dainius Salenga,ZAL,22,18,84
2002-2003,Vidas Ginevicius,ZAL,16,11,82
2002-2003,Mindaugas Timinskas,ZAL,44,11,76
2002-2003,Tanoka Beard,ZAL,40,5,51
2002-2003,Chris Carrawell,ZAL,12,3,33
2002-2003,Darius Silinskis,ZAL,9,2,15
2002-2003,Arturas Masiulis,ZAL,4,2,14
2002-2003,Giedrius Gustas,ZAL,2,2,12
2002-2003,Tadas Klimavicius,ZAL,3,0,7
2002-2003,Saulius Kazevicius,ZAL,0,0,4
2003-2004,Horace Jenkins,ATH,22,40,241
2003-2004,Nikos Chatzis,ATH,22,29,157
2003-2004,Quadre Lollis,ATH,117,17,151
2003-2004,Nikos Zisis,ATH,36,29,121
2003-2004,Christos Tapoutos,ATH,38,20,106
2003-2004,Pantelis Papaioakim,ATH,40,8,72
2003-2004,Andreas Glyniadakis,ATH,41,2,61
2003-2004,Blagota Sekulic,ATH,29,3,60
2003-2004,Sotirios Nikolaidis,ATH,11,13,35
2003-2004,Yannis Bourousis,ATH,26,3,21
2003-2004,Kyle Hill,ATH,2,4,9
2003-2004,Pero Antic,ATH,5,0,7
2003-2004,Dimitrios Misiakos,ATH,1,2,5
2003-2004,Spyros Magounis,ATH,0,1,2
2003-2004,DeJuan Collins,BER,59,35,233
2003-2004,Vlantimir Stergiou,BER,67,32,194
2003-2004,Jovo Stanojevic,BER,83,20,194
2003-2004,John Best,BER,59,24,154
2003-2004,Marko Pesic,BER,17,26,79
2003-2004,Szymon Szewczyk,BER,36,3,62
